5.996299505233765 5 208 3.11067604 1 0 0
5.996299505233765 5 208 6.03640748 0 0 1
5.996299505233765 5 208 6.49407067 0 0 2
5.996299505233765 5 208 1.03693899 0 0 3
5.996299505233765 5 208 4.13381128 0 1 0
5.993013381958008 4 12 -1.94011819 1 0 0
5.993013381958008 4 12 -1.59287505 0 0 1
5.993013381958008 4 12 -0.97806695 0 0 2
5.993013381958008 4 12 2.99865005 0 1 0
5.992578029632568 4 153 3.05070346 1 0 0
5.992578029632568 4 153 5.78117621 0 0 1
5.992578029632568 4 153 5.26928352 0 0 2
5.992578029632568 4 153 4.83874821 0 1 0
5.992325782775879 3 12 -1.86093082 1 0 0
5.992325782775879 3 12 -1.62053324 0 0 1
5.992325782775879 3 12 5.37275434 0 1 0
5.988844156265259 4 16 -1.6755647 1 0 0
5.988844156265259 4 16 -2.32499436 0 0 1
5.988844156265259 4 16 -0.4200108 0 0 2
5.988844156265259 4 16 4.17006061 0 1 0
5.987213134765625 3 17 -1.6105535 1 0 0
5.987213134765625 3 17 -1.97154624 0 0 1
5.987213134765625 3 17 4.8780002 0 1 0
5.986529111862183 5 25 -1.60212977 1 0 0
5.986529111862183 5 25 -2.54002136 0 0 1
5.986529111862183 5 25 -2.04007815 0 0 2
5.986529111862183 5 25 -2.82161827 0 0 3
5.986529111862183 5 25 5.79055108 0 1 0
5.986448287963867 5 32 -1.66032619 1 0 0
5.986448287963867 5 32 -2.95814132 0 0 1
5.986448287963867 5 32 -3.04376217 0 0 2
5.986448287963867 5 32 -1.05081183 0 0 3
5.986448287963867 5 32 3.09092515 0 1 0
5.986417770385742 4 15 -1.655313 1 0 0
5.986417770385742 4 15 -2.26227033 0 0 1
5.986417770385742 4 15 -1.310008 0 0 2
5.986417770385742 4 15 2.10998131 0 1 0
5.986250400543213 4 19 -1.61528859 1 0 0
5.986250400543213 4 19 -2.3834574 0 0 1
5.986250400543213 4 19 -1.62564221 0 0 2
5.986250400543213 4 19 1.60746299 0 1 0
5.986194372177124 5 30 -1.92860388 1 0 0
5.986194372177124 5 30 -2.6884966 0 0 1
5.986194372177124 5 30 -1.86432036 0 0 2
5.986194372177124 5 30 0.81454422 0 0 3
5.986194372177124 5 30 0.55912916 0 1 0
5.985824346542358 5 25 -2.07011876 1 0 0
5.985824346542358 5 25 -2.0166422 0 0 1
5.985824346542358 5 25 -1.98263719 0 0 2
5.985824346542358 5 25 0.83342387 0 0 3
5.985824346542358 5 25 2.51958739 0 1 0
5.985412836074829 5 15 -1.67271089 1 0 0
5.985412836074829 5 15 -2.7520675 0 0 1
5.985412836074829 5 15 -1.9117562 0 0 2
5.985412836074829 5 15 1.11974234 0 0 3
5.985412836074829 5 15 7.63264153 0 1 0
5.9850733280181885 5 15 -1.85244835 1 0 0
5.9850733280181885 5 15 -1.74306131 0 0 1
5.9850733280181885 5 15 -0.52628566 0 0 2
5.9850733280181885 5 15 -1.13196464 0 0 3
5.9850733280181885 5 15 0.87854242 0 1 0
5.984706163406372 4 10 -1.52096772 1 0 0
5.984706163406372 4 10 -2.90904519 0 0 1
5.984706163406372 4 10 -1.77742411 0 0 2
5.984706163406372 4 10 0.26247517 0 1 0
5.984636068344116 4 25 -1.86235163 1 0 0
5.984636068344116 4 25 -1.61565526 0 0 1
5.984636068344116 4 25 -1.71042052 0 0 2
5.984636068344116 4 25 3.97830205 0 1 0
5.983643293380737 3 10 -1.82403537 1 0 0
5.983643293380737 3 10 -1.85398487 0 0 1
5.983643293380737 3 10 -0.51916427 0 1 0
5.983457803726196 3 14 -1.46893713 1 0 0
5.983457803726196 3 14 -2.40967204 0 0 1
5.983457803726196 3 14 2.57414784 0 1 0
5.981552362442017 3 11 -1.4294883 1 0 0
5.981552362442017 3 11 -2.17539998 0 0 1
5.981552362442017 3 11 6.10571462 0 1 0
5.973318099975586 3 16 -1.64391018 1 0 0
5.973318099975586 3 16 -2.35222861 0 0 1
5.973318099975586 3 16 3.30203027 0 1 0
5.972715139389038 4 23 -1.6684943 1 0 0
5.972715139389038 4 23 -2.65011757 0 0 1
5.972715139389038 4 23 -1.44686902 0 0 2
5.972715139389038 4 23 2.47298788 0 1 0
5.969758033752441 5 280 3.53758401 1 0 0
5.969758033752441 5 280 6.74102838 0 0 1
5.969758033752441 5 280 0.30283768 0 0 2
5.969758033752441 5 280 4.43472289 0 0 3
5.969758033752441 5 280 4.10514837 0 1 0
5.964929819107056 3 10 -1.37891397 1 0 0
5.964929819107056 3 10 -1.973551 0 0 1
5.964929819107056 3 10 7.63829971 0 1 0
5.9641172885894775 3 15 -1.53002442 1 0 0
5.9641172885894775 3 15 -2.15830287 0 0 1
5.9641172885894775 3 15 3.37343268 0 1 0
5.96136736869812 3 10 -1.72512062 1 0 0
5.96136736869812 3 10 -2.07151031 0 0 1
5.96136736869812 3 10 0.77007454 0 1 0
5.961269378662109 3 13 -1.52992996 1 0 0
5.961269378662109 3 13 -2.215052 0 0 1
5.961269378662109 3 13 5.58025022 0 1 0
5.960346221923828 3 16 -1.59265266 1 0 0
5.960346221923828 3 16 -2.1367553 0 0 1
5.960346221923828 3 16 1.96126986 0 1 0
5.959454298019409 3 13 -1.58622221 1 0 0
5.959454298019409 3 13 -2.38411852 0 0 1
5.959454298019409 3 13 7.80153948 0 1 0
5.956914901733398 5 30 -1.89366994 1 0 0
5.956914901733398 5 30 -2.15998329 0 0 1
5.956914901733398 5 30 -2.05930057 0 0 2
5.956914901733398 5 30 -1.44369649 0 0 3
5.956914901733398 5 30 0.48791109 0 1 0
5.955420255661011 5 35 -1.84209209 1 0 0
5.955420255661011 5 35 -2.7853114 0 0 1
5.955420255661011 5 35 -1.77900288 0 0 2
5.955420255661011 5 35 -2.21996211 0 0 3
5.955420255661011 5 35 7.12865858 0 1 0
5.954353332519531 4 24 -1.59617983 1 0 0
5.954353332519531 4 24 -2.31222956 0 0 1
5.954353332519531 4 24 -2.15983161 0 0 2
